ID,stress_score
TEST_0000,0.5468910096626988
TEST_0001,0.9276243785479037
TEST_0002,0.23208178890883063
TEST_0003,0.41582632240000517
TEST_0004,0.49950885880953133
TEST_0005,0.524341276675715
TEST_0006,0.7605514516691281
TEST_0007,0.4523985437078214
TEST_0008,0.4965375663387918
TEST_0009,0.8738511799367807
TEST_0010,0.8107414664239961
TEST_0011,0.4325812603970812
TEST_0012,0.6993819793837467
TEST_0013,0.7971114382933098
TEST_0014,0.7227060441268764
TEST_0015,0.587342306918374
TEST_0016,0.5194503411285564
TEST_0017,0.20271589720583189
TEST_0018,0.5920243742828579
TEST_0019,0.7278787506836479
TEST_0020,0.339213950462913
TEST_0021,0.5523058211622432
TEST_0022,0.5463579462818903
TEST_0023,0.6354543233803754
TEST_0024,0.49886417328521715
TEST_0025,0.5578006552777899
TEST_0026,0.593678804559482
TEST_0027,0.45712385525251764
TEST_0028,0.5587539338767403
TEST_0029,0.6549554813687222
TEST_0030,0.5399365305171401
TEST_0031,0.37958681744950973
TEST_0032,0.35770406123522835
TEST_0033,0.533545004140989
TEST_0034,0.6055829823540664
TEST_0035,0.5646152473941705
TEST_0036,0.5896507222180988
TEST_0037,0.4351115734851215
TEST_0038,0.49673018226915
TEST_0039,0.4955770062390474
TEST_0040,0.40699470478190697
TEST_0041,0.4537274413808522
TEST_0042,0.8363752870636303
TEST_0043,0.43655998872268154
TEST_0044,0.5263571176357777
TEST_0045,0.5172096497764955
TEST_0046,0.3778971338823037
TEST_0047,0.4854049224610728
TEST_0048,0.33035260749224415
TEST_0049,0.47088850827950524
TEST_0050,0.6332620418168015
TEST_0051,0.8288789901389928
TEST_0052,0.7928162213987808
TEST_0053,0.5292684870004157
TEST_0054,0.28812462619170276
TEST_0055,0.44039891501510153
TEST_0056,0.3517018775810698
TEST_0057,0.6266088064317403
TEST_0058,0.40015667604129745
TEST_0059,0.7773974250987322
TEST_0060,0.7790231714006361
TEST_0061,0.3943798038126701
TEST_0062,0.47156126649357766
TEST_0063,0.7578422044715307
TEST_0064,0.4169802443787233
TEST_0065,0.6416436031619762
TEST_0066,0.47048409258551516
TEST_0067,0.3840614436717439
TEST_0068,0.4028986784759141
TEST_0069,0.6765454603426468
TEST_0070,0.47754713080653943
TEST_0071,0.6595787952797156
TEST_0072,0.3727988231954451
TEST_0073,0.6990585782292627
TEST_0074,0.4963011237985768
TEST_0075,0.14759915944284532
TEST_0076,0.36308057599265586
TEST_0077,0.42009442284203974
TEST_0078,0.35662143443301286
TEST_0079,0.48838936316257786
TEST_0080,0.37120607438860154
TEST_0081,0.30259074256136687
TEST_0082,0.4522837093827562
TEST_0083,0.4456255404912427
TEST_0084,0.30256902674474473
TEST_0085,0.39770420161659614
TEST_0086,0.3706216500891006
TEST_0087,0.7821704242602943
TEST_0088,0.1936786858803644
TEST_0089,0.708202172175151
TEST_0090,0.5040080718340832
TEST_0091,0.42780332272797406
TEST_0092,0.8762757870387631
TEST_0093,0.1022030589290001
TEST_0094,0.38746936815899446
TEST_0095,0.3314926597898116
TEST_0096,0.5491899548447019
TEST_0097,0.71857672309075
TEST_0098,0.09572275707077985
TEST_0099,0.49070793033229143
TEST_0100,0.4632540273992091
TEST_0101,0.5094812535309767
TEST_0102,0.7413270925941773
TEST_0103,0.7472932856986858
TEST_0104,0.3739766580106907
TEST_0105,0.6958820555040122
TEST_0106,0.4751058495083883
TEST_0107,0.35930894207951336
TEST_0108,0.5815731768619766
TEST_0109,0.24803246136785323
TEST_0110,0.4639169148549105
TEST_0111,0.28637061011762743
TEST_0112,0.3403014227901312
TEST_0113,0.6942951244619742
TEST_0114,0.6421036332477033
TEST_0115,0.5461648742684975
TEST_0116,0.3319770646329264
TEST_0117,0.23975973524321043
TEST_0118,0.8648962724475862
TEST_0119,0.6455181883522225
TEST_0120,0.5518226243208195
TEST_0121,0.4208083090948649
TEST_0122,0.6436003115902214
TEST_0123,0.45021799792260686
TEST_0124,0.3455033285266186
TEST_0125,0.8286769361547692
TEST_0126,0.7045199593397289
TEST_0127,0.5063578470371138
TEST_0128,0.5636087911438353
TEST_0129,0.42113404942139676
TEST_0130,0.3684128155607833
TEST_0131,0.4390628201918415
TEST_0132,0.829476564517867
TEST_0133,0.33320669083721943
TEST_0134,0.7324906053486016
TEST_0135,0.6098436485388016
TEST_0136,0.24051971341932463
TEST_0137,0.7634866935564119
TEST_0138,0.13524168840801853
TEST_0139,0.22627988667370055
TEST_0140,0.5363917370186668
TEST_0141,0.5187971475452697
TEST_0142,0.4203413196659772
TEST_0143,0.5582525556365547
TEST_0144,0.5607404028206002
TEST_0145,0.738264927086913
TEST_0146,0.6704809634640364
TEST_0147,0.343195701688746
TEST_0148,0.17454345685224565
TEST_0149,0.45486801122760073
TEST_0150,0.4232935876974236
TEST_0151,0.31048746524687787
TEST_0152,0.5050680350037848
TEST_0153,0.07651189853230647
TEST_0154,0.4498169185691153
TEST_0155,0.41948221502899097
TEST_0156,0.47668069370111
TEST_0157,0.6190096736154049
TEST_0158,0.35549402985048373
TEST_0159,0.48459979787929186
TEST_0160,0.35186668309517954
TEST_0161,0.02911565911277194
TEST_0162,0.5230836026670456
TEST_0163,0.6098187524705175
TEST_0164,0.5222636934393979
TEST_0165,0.5855650892276106
TEST_0166,0.45569159515961377
TEST_0167,0.7714076576075186
TEST_0168,0.3896635872049126
TEST_0169,0.4908941954529587
TEST_0170,0.8431439401119101
TEST_0171,0.906080163935077
TEST_0172,0.538584103648905
TEST_0173,0.6107681262693431
TEST_0174,0.4509199832344854
TEST_0175,0.4590668189930978
TEST_0176,0.537959361001918
TEST_0177,0.7942249479114363
TEST_0178,0.4358332620030771
TEST_0179,0.7230742050199992
TEST_0180,0.1600289086787654
TEST_0181,0.5156451395663069
TEST_0182,0.5069107488446059
TEST_0183,0.5547898207287116
TEST_0184,0.41835650742293706
TEST_0185,0.038050473625770305
TEST_0186,0.642857345996558
TEST_0187,0.17014195039213162
TEST_0188,0.46134016780756304
TEST_0189,0.47601984651209805
TEST_0190,0.2897220637954303
TEST_0191,0.2664354852013976
TEST_0192,0.23680075732647293
TEST_0193,0.31022672163981535
TEST_0194,0.46889001967572136
TEST_0195,0.18359758259709014
TEST_0196,0.419825779443336
TEST_0197,0.32239432460186257
TEST_0198,0.4556449627833786
TEST_0199,0.5448432929177416
TEST_0200,0.39666915750734166
TEST_0201,0.48140492195524376
TEST_0202,0.355975215739268
TEST_0203,0.15087136635511045
